class	port	queue_id	rate_bps	exit_status	verdict	mean_observed_cov	max_observed_cov	stdev_observed_cov	avg_mbps	avg_rate_utilization	avg_cstruct	mean_gap	max_gap	starved_flows	per_run_verdicts
q0-best-effort-100m	5207	0	100000000	0	PASS	0.0075438395951559255	0.022629384379825913	0.01306446501463358	82.36161030917873	0.8236161030917872	0.41666666666666663	-0.4091228270715107	-0.24999910850120857	0	PASS,PASS,PASS
q4-iperf-a-1g	5201	4	1000000000	0	PASS	0.0015990057482526158	0.0021598472413626333	0.0005402419606539709	839.6250949082126	0.8396250949082127	0.4657455346244683	-0.4641465288762157	-0.198444869039225	0	PASS,PASS,PASS
